               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.046835,             0.01098,            0.009332,             0.80543,             0.49291,             0.51346,             0.20844,            0.044371,            0.011076,           0.0074352,             0.00637,             0.00637,             0.00637
                 112,            0.039106,            0.011587,           0.0073805,             0.80543,             0.49291,             0.51346,             0.20844,            0.044371,            0.011076,           0.0074352,            0.006337,            0.006337,            0.006337
                 113,            0.038989,            0.010229,           0.0067625,             0.84517,             0.52027,             0.56693,             0.30006,            0.037611,            0.011338,           0.0074518,            0.006304,            0.006304,            0.006304
                 114,            0.036424,            0.011902,           0.0086623,             0.80085,             0.49933,             0.56543,             0.26347,            0.038211,            0.011264,           0.0074175,            0.006271,            0.006271,            0.006271
                 115,            0.043843,            0.011189,            0.009229,             0.88693,             0.51812,             0.55527,              0.2602,            0.044495,            0.010683,           0.0073265,            0.006238,            0.006238,            0.006238
                 116,            0.048091,            0.010241,           0.0093575,             0.88693,             0.51812,             0.55527,              0.2602,            0.044495,            0.010683,           0.0073265,            0.006205,            0.006205,            0.006205
                 117,            0.042396,            0.010399,           0.0072305,             0.94711,             0.51796,             0.60259,             0.31024,            0.048976,            0.010457,           0.0073231,            0.006172,            0.006172,            0.006172
                 118,            0.053475,           0.0097495,           0.0098098,             0.91132,              0.5171,             0.59348,             0.24367,             0.04734,            0.010744,           0.0071835,            0.006139,            0.006139,            0.006139
                 119,            0.045831,            0.010615,            0.010641,             0.80063,             0.54099,             0.50935,             0.25902,            0.042932,            0.010725,           0.0073586,            0.006106,            0.006106,            0.006106
                 120,            0.047376,            0.011372,           0.0087964,             0.80063,             0.54099,             0.50935,             0.25902,            0.042932,            0.010725,           0.0073586,            0.006073,            0.006073,            0.006073
                 121,             0.04204,            0.011732,           0.0068388,             0.82599,             0.54099,             0.54457,             0.31337,            0.039864,            0.010755,           0.0075262,             0.00604,             0.00604,             0.00604
                 122,             0.04204,            0.010419,            0.008082,             0.96004,             0.54099,             0.63397,             0.25652,            0.039164,            0.010839,           0.0081293,            0.006007,            0.006007,            0.006007
                 123,            0.040519,            0.011437,            0.010005,             0.83132,             0.54099,             0.53029,              0.2473,            0.037674,            0.011011,             0.00802,            0.005974,            0.005974,            0.005974
                 124,            0.041824,            0.013363,           0.0093757,             0.83132,             0.54099,             0.53029,              0.2473,            0.037674,            0.011011,             0.00802,            0.005941,            0.005941,            0.005941
                 125,            0.037495,            0.010249,            0.006617,             0.95396,             0.54099,             0.62789,             0.36101,            0.031719,             0.01087,           0.0079605,            0.005908,            0.005908,            0.005908
                 126,            0.041184,            0.010992,           0.0073628,             0.92676,             0.54099,             0.62694,             0.35606,            0.040926,            0.010257,            0.007972,            0.005875,            0.005875,            0.005875
                 127,             0.04382,           0.0098492,            0.012646,             0.87546,             0.53024,             0.56561,             0.24742,            0.036147,            0.010773,           0.0075657,            0.005842,            0.005842,            0.005842
                 128,            0.039125,           0.0098568,           0.0097219,             0.87546,             0.53024,             0.56561,             0.24742,            0.036147,            0.010773,           0.0075657,            0.005809,            0.005809,            0.005809
                 129,            0.038914,            0.011206,           0.0088872,              0.9363,             0.53024,             0.61972,             0.36579,            0.033549,            0.010738,           0.0073431,            0.005776,            0.005776,            0.005776
                 130,            0.036228,            0.012128,           0.0082155,             0.78734,             0.53114,             0.56097,              0.3022,            0.036096,            0.010742,           0.0076464,            0.005743,            0.005743,            0.005743
                 131,            0.035823,            0.010894,           0.0084246,             0.70552,             0.49933,             0.47586,             0.23513,            0.036128,            0.010851,           0.0072802,             0.00571,             0.00571,             0.00571
                 132,            0.041163,            0.010089,           0.0068945,             0.70552,             0.49933,             0.47586,             0.23513,            0.036128,            0.010851,           0.0072802,            0.005677,            0.005677,            0.005677
                 133,             0.04029,            0.011487,           0.0063698,             0.80408,             0.54099,             0.51648,             0.31077,            0.039795,            0.010385,           0.0071257,            0.005644,            0.005644,            0.005644
                 134,            0.041457,            0.010265,           0.0072417,             0.80754,             0.50941,             0.54099,             0.29758,            0.036347,            0.010322,            0.006835,            0.005611,            0.005611,            0.005611
                 135,            0.041116,           0.0095868,           0.0082757,             0.92601,             0.54925,             0.63002,             0.35828,            0.037852,            0.010332,           0.0068132,            0.005578,            0.005578,            0.005578
                 136,            0.043951,            0.011725,           0.0067218,             0.92601,             0.54925,             0.63002,             0.35828,            0.037852,            0.010332,           0.0068132,            0.005545,            0.005545,            0.005545
                 137,            0.037409,            0.011901,           0.0056393,             0.93927,             0.55371,             0.64191,             0.36902,            0.034251,             0.01041,           0.0066427,            0.005512,            0.005512,            0.005512
                 138,            0.037445,           0.0092729,           0.0085912,             0.92042,             0.55522,             0.62271,             0.34498,            0.041603,           0.0097466,           0.0063984,            0.005479,            0.005479,            0.005479
                 139,            0.044166,            0.010733,           0.0059823,             0.95789,              0.5568,             0.63331,              0.3256,            0.038659,             0.01008,           0.0062914,            0.005446,            0.005446,            0.005446
                 140,            0.044116,             0.01021,           0.0088814,             0.95789,              0.5568,             0.63331,              0.3256,            0.038659,             0.01008,           0.0062914,            0.005413,            0.005413,            0.005413
                 141,            0.038563,            0.010509,           0.0092919,             0.96986,             0.55885,             0.64481,             0.41554,            0.032085,            0.010289,           0.0062682,             0.00538,             0.00538,             0.00538
                 142,            0.035754,           0.0097323,           0.0064295,             0.93552,             0.55227,             0.64809,             0.38445,            0.036446,            0.010064,            0.006415,            0.005347,            0.005347,            0.005347
                 143,            0.039942,           0.0084318,           0.0087629,             0.92429,             0.54652,             0.63146,             0.33703,            0.040194,           0.0098233,           0.0064196,            0.005314,            0.005314,            0.005314
                 144,            0.042531,           0.0086479,           0.0045431,             0.92429,             0.54652,             0.63146,             0.33703,            0.040194,           0.0098233,           0.0064196,            0.005281,            0.005281,            0.005281
                 145,            0.039551,             0.01023,           0.0071996,             0.95435,             0.54099,              0.6569,             0.36695,            0.037537,           0.0098104,           0.0064253,            0.005248,            0.005248,            0.005248
                 146,            0.039427,            0.010138,           0.0064904,             0.97914,             0.55201,              0.6555,             0.39802,            0.037622,           0.0098929,           0.0065895,            0.005215,            0.005215,            0.005215
                 147,            0.041459,           0.0085586,           0.0053327,             0.93564,             0.57258,             0.65583,             0.40343,            0.036145,           0.0096803,           0.0066799,            0.005182,            0.005182,            0.005182
                 148,            0.038489,            0.010462,           0.0059421,             0.93564,             0.57258,             0.65583,             0.40343,            0.036145,           0.0096803,           0.0066799,            0.005149,            0.005149,            0.005149
                 149,            0.039022,           0.0091416,           0.0076432,             0.93197,             0.57258,             0.65649,             0.42863,            0.035139,           0.0095482,           0.0068796,            0.005116,            0.005116,            0.005116
                 150,            0.037259,            0.011097,           0.0071533,             0.93385,             0.53091,             0.64796,             0.38619,            0.038536,           0.0097122,           0.0071795,            0.005083,            0.005083,            0.005083
                 151,            0.043587,           0.0095177,           0.0071475,             0.85204,             0.57258,             0.63462,              0.3963,            0.034885,           0.0098648,           0.0070004,             0.00505,             0.00505,             0.00505
                 152,             0.04141,            0.010618,           0.0092191,             0.85204,             0.57258,             0.63462,              0.3963,            0.034885,           0.0098648,           0.0070004,            0.005017,            0.005017,            0.005017
                 153,            0.033974,            0.010455,           0.0078817,             0.91944,             0.57258,             0.66503,             0.44913,            0.029863,           0.0098996,           0.0069912,            0.004984,            0.004984,            0.004984
                 154,            0.033918,            0.010116,           0.0072758,               0.937,             0.57258,             0.66279,              0.4111,            0.037304,           0.0094442,           0.0067789,            0.004951,            0.004951,            0.004951
                 155,            0.039331,           0.0089612,           0.0040277,             0.89764,             0.57258,             0.65246,             0.33373,             0.03386,           0.0098195,           0.0066662,            0.004918,            0.004918,            0.004918
                 156,            0.036264,            0.010021,           0.0055066,             0.89764,             0.57258,             0.65246,             0.33373,             0.03386,           0.0098195,           0.0066662,            0.004885,            0.004885,            0.004885
                 157,            0.034103,           0.0082994,           0.0065617,             0.95336,             0.57258,             0.65709,             0.43145,            0.029817,           0.0097456,             0.00651,            0.004852,            0.004852,            0.004852
                 158,            0.033291,            0.008827,            0.008261,             0.68983,             0.54229,             0.43137,              0.2225,            0.035151,           0.0098963,           0.0064276,            0.004819,            0.004819,            0.004819
                 159,            0.038643,           0.0093163,           0.0071553,             0.97352,             0.55966,             0.65839,             0.39752,            0.029375,           0.0098481,           0.0064653,            0.004786,            0.004786,            0.004786
